q      	cage        
9.795 	0.0269384   
9.805 	0.0493098   
9.815 	0.0722192   
9.825 	0.0949384   
9.835 	0.116758    
9.845 	0.137017    
9.855 	0.155134    
9.865 	0.170629    
9.875 	0.183146    
9.885 	0.192465    
9.895 	0.198511    
9.905 	0.201357    
9.915 	0.201217    
9.925 	0.198435    
9.935 	0.19347     
9.945 	0.186872    
9.955 	0.179257    
9.965 	0.171278    
9.975 	0.163598    
9.985 	0.156852    
9.995 	0.151624    
