q      	cage        
7.275 	-0.261786   
7.285 	-0.235542   
7.295 	-0.206029   
7.305 	-0.174631   
7.315 	-0.142779   
7.325 	-0.111895   
7.335 	-0.0833361  
7.345 	-0.0583396  
7.355 	-0.0379751  
7.365 	-0.0231043  
7.375 	-0.0143489  
7.385 	-0.0120684  
7.395 	-0.016349   
7.405 	-0.0270035  
7.415 	-0.0435819  
7.425 	-0.0653924  
7.435 	-0.0915324  
7.445 	-0.120927   
7.455 	-0.152375   
7.465 	-0.184597   
7.475 	-0.216291   
7.485 	-0.246181   
7.495 	-0.273074   
7.505 	-0.2959     
7.515 	-0.313762   
7.525 	-0.325966   
7.535 	-0.332048   
7.545 	-0.33179    
7.555 	-0.325228   
7.565 	-0.312649   
7.575 	-0.294573   
7.585 	-0.271736   
7.595 	-0.24505    
7.605 	-0.215575   
7.615 	-0.184464   
7.625 	-0.152922   
7.635 	-0.122155   
7.645 	-0.0933199  
7.655 	-0.0674776  
7.665 	-0.0455513  
7.675 	-0.0282889  
7.685 	-0.0162339  
7.695 	-0.00970386 
7.705 	-0.00877923 
7.715 	-0.0133009  
7.725 	-0.0228779  
7.735 	-0.0369046  
7.745 	-0.0545861  
7.755 	-0.074972   
7.765 	-0.0969951  
7.775 	-0.119516   
7.785 	-0.14137    
7.795 	-0.161414   
7.805 	-0.178576   
7.815 	-0.191893   
7.825 	-0.20056    
7.835 	-0.203951   
7.845 	-0.201657   
7.855 	-0.193493   
7.865 	-0.179512   
7.875 	-0.160003   
7.885 	-0.135478   
7.895 	-0.106654   
7.905 	-0.0744241  
7.915 	-0.0398247  
7.925 	-0.00399376 
7.935 	0.0318735   
7.945 	0.0665706   
7.955 	0.0989272   
7.965 	0.127854    
7.975 	0.152387    
7.985 	0.171721    
7.995 	0.185245    
8.005 	0.192563    
8.015 	0.19351     
8.025 	0.188159    
8.035 	0.176817    
8.045 	0.160011    
8.055 	0.138472    
8.065 	0.113103    
8.075 	0.084946    
8.085 	0.0551405   
8.095 	0.0248808   
8.105 	-0.00462991 
8.115 	-0.0322254  
8.125 	-0.0568201  
8.135 	-0.0774502  
8.145 	-0.0933095  
8.155 	-0.103779   
8.165 	-0.108447   
8.175 	-0.10713    
8.185 	-0.0998669  
8.195 	-0.0869267  
8.205 	-0.0687894  
8.215 	-0.0461283  
8.225 	-0.0197823  
8.235 	0.0092779   
8.245 	0.0399881   
8.255 	0.0712324   
8.265 	0.101886    
8.275 	0.130861    
8.285 	0.157142    
8.295 	0.179832    
8.305 	0.19818     
8.315 	0.211612    
8.325 	0.219747    
8.335 	0.222415    
8.345 	0.219658    
8.355 	0.211726    
8.365 	0.199064    
8.375 	0.182296    
8.385 	0.162196    
8.395 	0.139654    
8.405 	0.115645    
8.415 	0.0911843   
8.425 	0.0672901   
8.435 	0.0449419   
8.445 	0.0250427   
8.455 	0.00838359  
8.465 	-0.00438689 
8.475 	-0.0127869  
8.485 	-0.0165194  
8.495 	-0.0154823  
8.505 	-0.00977143 
8.515 	0.000324915 
8.525 	0.0143386   
8.535 	0.0316414   
8.545 	0.0514708   
8.555 	0.072961    
8.565 	0.0951778   
8.575 	0.117156    
8.585 	0.137938    
8.595 	0.156609    
8.605 	0.172339    
8.615 	0.184407    
8.625 	0.192235    
8.635 	0.195408    
8.645 	0.19369     
8.655 	0.18703     
8.665 	0.175567    
8.675 	0.159622    
8.685 	0.139685    
8.695 	0.116396    
8.705 	0.0905161   
8.715 	0.0629038   
8.725 	0.0344763   
8.735 	0.00617626  
8.745 	-0.0210649  
8.755 	-0.0463624  
8.765 	-0.0689117  
8.775 	-0.0880181  
8.785 	-0.103123   
8.795 	-0.113824   
8.805 	-0.119886   
8.815 	-0.121254   
8.825 	-0.118049   
8.835 	-0.11056    
8.845 	-0.0992377  
8.855 	-0.0846673  
8.865 	-0.0675498  
8.875 	-0.0486712  
8.885 	-0.0288715  
8.895 	-0.00901149 
8.905 	0.0100612   
8.915 	0.0275448   
8.925 	0.0427141   
8.935 	0.0549482   
8.945 	0.063753    
8.955 	0.0687794   
8.965 	0.0698354   
8.975 	0.0668914   
8.985 	0.0600797   
8.995 	0.0496872   
9.005 	0.0361426   
9.015 	0.0199977   
9.025 	0.00190419  
9.035 	-0.0174133  
9.045 	-0.0371865  
9.055 	-0.0566345  
9.065 	-0.0749947  
9.075 	-0.0915532  
9.085 	-0.105672   
9.095 	-0.116815   
9.105 	-0.124565   
9.115 	-0.128643   
9.125 	-0.128917   
9.135 	-0.125403   
9.145 	-0.118266   
9.155 	-0.107812   
9.165 	-0.094473   
9.175 	-0.0787891  
9.185 	-0.0613874  
9.195 	-0.0429554  
9.205 	-0.0242137  
9.215 	-0.00588681 
9.225 	0.0113249   
9.235 	0.0267731   
9.245 	0.039886    
9.255 	0.0501906   
9.265 	0.0573301   
9.275 	0.0610765   
9.285 	0.0613384   
9.295 	0.058163    
9.305 	0.0517325   
9.315 	0.0423553   
9.325 	0.0304522   
9.335 	0.0165381   
9.345 	0.00120021  
9.355 	-0.0149262  
9.365 	-0.0311842  
9.375 	-0.046922   
9.385 	-0.0615193  
9.395 	-0.0744121  
9.405 	-0.0851149  
9.415 	-0.0932402  
9.425 	-0.0985129  
9.435 	-0.100781   
9.445 	-0.100019   
9.455 	-0.0963324  
9.465 	-0.0899461  
9.475 	-0.081199   
9.485 	-0.0705273  
9.495 	-0.0584459  
9.505 	-0.045527   
9.515 	-0.0323758  
9.525 	-0.0196051  
9.535 	-0.00780983 
9.545 	0.00245779  
9.555 	0.0107114   
9.565 	0.0165506   
9.575 	0.0196784   
9.585 	0.019913    
9.595 	0.017197    
9.605 	0.0115994   
9.615 	0.0033142   
9.625 	-0.0073466  
9.635 	-0.019965   
9.645 	-0.0340328  
9.655 	-0.0489712  
9.665 	-0.0641533  
9.675 	-0.0789286  
9.685 	-0.0926481  
9.695 	-0.10469    
9.705 	-0.114484   
9.715 	-0.121534   
9.725 	-0.125437   
9.735 	-0.125901   
9.745 	-0.122755   
9.755 	-0.115958   
9.765 	-0.105599   
9.775 	-0.0918983  
9.785 	-0.0751966  
9.795 	-0.0559442  
9.805 	-0.0346851  
9.815 	-0.0120372  
9.825 	0.0113301   
9.835 	0.0347203   
9.845 	0.0574346   
9.855 	0.0787972   
9.865 	0.0981794   
9.875 	0.115022    
9.885 	0.128855    
9.895 	0.139314    
9.905 	0.146151    
9.915 	0.149243    
9.925 	0.148598    
9.935 	0.144346    
9.945 	0.136742    
9.955 	0.126147    
9.965 	0.113017    
9.975 	0.0978874   
9.985 	0.0813472   
9.995 	0.0640204   
