q      	sum          	Hg-I_2       	H_1-I_2      	I_2-I_2      	I_1-I_2      	O-Hg         	O-I_1        	H_2-Hg       	C-I_1        	H_1-I_1      	H_1-H_1      	C-C          	O-O          	H_2-H_2      	C-H_2        	O-I_2        	C-H_1        	C-I_2        	Hg-I_1       	O-H_2        	Hg-Hg        	H_1-H_2      	H_2-I_1      	O-H_1        	O-C          	H_1-Hg       	I_1-I_1      	H_2-I_2      	C-Hg        
8.285 	5250.1      	-42.5392    	0.0154711   	538.815     	19.7591     	-3.52697    	0.756969    	0.0104535   	0.202265    	0.00137548  	1.33495     	1112.37     	1630.54     	0.460188    	2.01148     	1.21676     	-1.55065    	0.0390223   	-42.5392    	-2.58012    	1628.56     	-0.0179335  	-0.0029507  	14.7138     	-145.42     	-0.164639   	538.815     	0.00664207  	-1.1862     
8.295 	5241.43     	-43.8962    	0.0107197   	537.883     	19.7997     	-3.36027    	0.614267    	0.0102578   	0.187517    	0.000684722 	1.32336     	1111.26     	1628.31     	0.456291    	1.96076     	1.15686     	-1.6837     	0.102864    	-43.8962    	-2.57751    	1626.02     	-0.016097   	-0.00200234 	14.6019     	-143.541    	-0.167741   	537.883     	0.00609778  	-1.02023    
8.305 	5232.85     	-45.2126    	0.00624437  	536.955     	19.7807     	-3.1626     	0.488537    	0.00981238  	0.170141    	0.00067172  	1.3119      	1110.14     	1626.08     	0.452425    	1.91039     	1.08288     	-1.8145     	0.165095    	-45.2126    	-2.57376    	1623.49     	-0.0142822  	-0.00101716 	14.4902     	-141.621    	-0.168822   	536.955     	0.00529553  	-0.865681   
8.315 	5224.37     	-46.4875    	0.00221277  	536.029     	19.7023     	-2.93266    	0.382946    	0.00913191  	0.149858    	0.00134252  	1.30057     	1109.02     	1623.84     	0.448589    	1.86042     	0.997622    	-1.94279    	0.223062    	-46.4875    	-2.56891    	1620.96     	-0.0124896  	-3.28214e-05	14.3784     	-139.656    	-0.167708   	536.029     	0.00427694  	-0.724037   
8.325 	5215.99     	-47.7204    	-0.00122602 	535.106     	19.5653     	-2.6705     	0.29971     	0.00823922  	0.126498    	0.00267697  	1.28939     	1107.9      	1621.6      	0.444783    	1.8109      	0.904419    	-2.0683     	0.274163    	-47.7204    	-2.56298    	1618.44     	-0.0107193  	0.000913287 	14.2669     	-137.645    	-0.164342   	535.106     	0.00309442  	-0.595856   
8.335 	5207.71     	-48.9104    	-0.00394872 	534.186     	19.3703     	-2.37756    	0.240009    	0.00716412  	0.100016    	0.00462991  	1.27835     	1106.76     	1619.35     	0.441006    	1.76187     	0.807011    	-2.19082    	0.31596     	-48.9104    	-2.55601    	1615.92     	-0.00897137 	0.00178595  	14.1555     	-135.586    	-0.158787   	534.186     	0.00180872  	-0.480834   
8.345 	5199.54     	-50.0569    	-0.00586413 	533.269     	19.1183     	-2.05649    	0.203965    	0.00594215  	0.0705063   	0.00713349  	1.26747     	1105.62     	1617.09     	0.437258    	1.71335     	0.709343    	-2.31016    	0.346285    	-50.0569    	-2.548      	1613.41     	-0.00724531 	0.00255389  	14.0445     	-133.478    	-0.151218   	533.269     	0.000486034 	-0.377901   
8.355 	5191.47     	-51.1594    	-0.00691775 	532.354     	18.8103     	-1.71103    	0.190655    	0.0046132   	0.0382053   	0.0101005   	1.25673     	1104.47     	1614.82     	0.43354     	1.66533     	0.615371    	-2.42616    	0.363352    	-51.1594    	-2.53898    	1610.9      	-0.00554061 	0.0031914   	13.934      	-131.322    	-0.141909   	532.354     	-0.000805164	-0.285359   
8.365 	5183.51     	-52.2173    	-0.00709462 	531.442     	18.4476     	-1.34574    	0.198189    	0.00322004  	0.00348685  	0.0134284   	1.24615     	1103.31     	1612.54     	0.42985     	1.61781     	0.528862    	-2.53872    	0.365845    	-52.2173    	-2.52895    	1608.39     	-0.00385661 	0.0036796   	13.8241     	-129.117    	-0.13121    	531.442     	-0.00199733 	-0.201041   
8.375 	5175.65     	-53.23      	-0.00642012 	530.532     	18.0317     	-0.965761   	0.223826    	0.00180672  	-0.0331487  	0.0170045   	1.23572     	1102.14     	1610.26     	0.426189    	1.57076     	0.453205    	-2.64776    	0.352994    	-53.23      	-2.51792    	1605.9      	-0.00219259 	0.00400746  	13.7149     	-126.866    	-0.119531   	530.532     	-0.00302707 	-0.122498   
8.385 	5167.9      	-54.1971    	-0.00495874 	529.625     	17.564      	-0.576506   	0.264135    	0.000417148 	-0.0710933  	0.020711    	1.22544     	1100.96     	1607.97     	0.422558    	1.52412     	0.39124     	-2.75323    	0.324633    	-54.1971    	-2.5059     	1603.4      	-0.000547897	0.00417229  	13.6065     	-124.57     	-0.107313   	529.625     	-0.00383812 	-0.0471816  
8.395 	5160.25     	-55.118     	-0.00281095 	528.721     	17.0462     	-0.183355   	0.315183    	-0.000906412	-0.109654   	0.0244306   	1.2153      	1099.77     	1605.69     	0.418955    	1.47784     	0.345113    	-2.85512    	0.28123     	-55.118     	-2.49288    	1600.91     	0.00107799  	0.00417991  	13.4989     	-122.232    	-0.0950009  	528.721     	-0.00438395 	0.0273695   
8.405 	5152.71     	-55.9924    	-0.000108142	527.82      	16.4803     	0.208618    	0.372747    	-0.00212465 	-0.148083   	0.0280518   	1.20529     	1098.56     	1603.41     	0.415381    	1.43187     	0.316177    	-2.95347    	0.223885    	-55.9924    	-2.47887    	1598.42     	0.00268541  	0.00404426  	13.3922     	-119.855    	-0.0830231  	527.82      	-0.00463    	0.103358    
8.415 	5145.28     	-56.8198    	0.00299385  	526.921     	15.8682     	0.594909    	0.432536    	-0.00320242 	-0.185603   	0.0314746   	1.1954      	1097.35     	1601.14     	0.411835    	1.38612     	0.304924    	-3.04833    	0.154312    	-56.8198    	-2.46388    	1595.94     	0.00427439  	0.00378664  	13.2863     	-117.443    	-0.0717636  	526.921     	-0.00455519 	0.18258     
8.425 	5137.94     	-57.5999    	0.00632249  	526.025     	15.2119     	0.971791    	0.490412    	-0.0041097  	-0.221444   	0.0346142   	1.18562     	1096.12     	1598.88     	0.408319    	1.34055     	0.310969    	-3.13976    	0.0747802   	-57.5999    	-2.44791    	1593.47     	0.00584469  	0.00343457  	13.1812     	-114.998    	-0.0615445  	526.025     	-0.00415293 	0.266311    
8.435 	5130.71     	-58.3324    	0.0096971   	525.131     	14.5137     	1.33646     	0.542597    	-0.00482246 	-0.254871   	0.0374055   	1.17595     	1094.89     	1596.65     	0.404831    	1.29508     	0.333076    	-3.22787    	-0.0119628  	-58.3324    	-2.431      	1591        	0.0073957   	0.00302022  	13.0767     	-112.525    	-0.0526103  	525.131     	-0.0034314  	0.355225    
8.445 	5123.58     	-59.0171    	0.0129377   	524.241     	13.776      	1.68713     	0.585856    	-0.00532322 	-0.285212   	0.0398054   	1.16637     	1093.65     	1594.43     	0.401372    	1.24966     	0.369236    	-3.31277    	-0.102795   	-59.0171    	-2.41315    	1588.53     	0.00892647  	0.0025787   	12.9728     	-110.027    	-0.0451173  	524.241     	-0.00241309 	0.449352    
8.455 	5116.55     	-59.6536    	0.0158738   	523.352     	13.0012     	2.02304     	0.617648    	-0.00560142 	-0.311879   	0.0417943   	1.15687     	1092.4      	1592.23     	0.397942    	1.20425     	0.416772    	-3.39458    	-0.194341   	-59.6536    	-2.3944     	1586.07     	0.0104357   	0.00214608  	12.8692     	-107.506    	-0.0391294  	523.352     	-0.00113379 	0.548081    
8.465 	5109.62     	-60.2418    	0.0183528   	522.467     	12.1917     	2.34438     	0.636239    	-0.00565359 	-0.334392   	0.0433766   	1.14745     	1091.14     	1590.05     	0.39454     	1.15881     	0.472494    	-3.47343    	-0.28311    	-60.2418    	-2.37479    	1583.61     	0.0119218   	0.00175748  	12.7657     	-104.966    	-0.0346195  	522.467     	0.000359134 	0.650199    
8.475 	5102.79     	-60.7814    	0.0202469   	521.584     	11.3503     	2.65221     	0.64076     	-0.00548327 	-0.352392   	0.0445799   	1.1381      	1089.88     	1587.9      	0.391167    	1.11334     	0.532869    	-3.54947    	-0.365638   	-60.7814    	-2.35434    	1581.15     	0.013383    	0.00144503  	12.6623     	-102.408    	-0.0314752  	521.584     	0.00200886  	0.753973    
8.485 	5096.07     	-61.2725    	0.0214595   	520.703     	10.4796     	2.94825     	0.631231    	-0.00510073 	-0.365645   	0.0454521   	1.1288      	1088.62     	1585.77     	0.387821    	1.06782     	0.594209    	-3.62283    	-0.438633   	-61.2725    	-2.33312    	1578.7      	0.0148172   	0.0012362   	12.5586     	-99.8348    	-0.0295114  	520.703     	0.00375173  	0.857252    
8.495 	5089.45     	-61.7148    	0.0219292   	519.825     	9.58243     	3.23466     	0.608522    	-0.00452247 	-0.374042   	0.0460589   	1.11955     	1087.35     	1583.67     	0.384504    	1.02226     	0.652872    	-3.69365    	-0.499115   	-61.7148    	-2.31115    	1576.26     	0.0162224   	0.00115219  	12.4546     	-97.2465    	-0.0284846  	519.825     	0.00552011  	0.957607    
8.505 	5082.93     	-62.1083    	0.0216325   	518.95      	8.66161     	3.51379     	0.574277    	-0.00377062 	-0.377602   	0.0464786   	1.11036     	1086.08     	1581.58     	0.381214    	0.976706    	0.705449    	-3.76208    	-0.544543   	-62.1083    	-2.28851    	1573.82     	0.0175964   	0.00120679  	12.3501     	-94.6437    	-0.0281119  	518.95      	0.00724536  	1.05247     
8.515 	5076.52     	-62.4531    	0.0205843   	518.077     	7.72002     	3.78795     	0.530793    	-0.00287204 	-0.376454   	0.0467979   	1.10121     	1084.8      	1579.51     	0.377952    	0.931187    	0.748943    	-3.82824    	-0.572923   	-62.4531    	-2.26523    	1571.38     	0.0189373   	0.00140557  	12.2449     	-92.0263    	-0.0280909  	518.077     	0.00886088  	1.13931     
8.525 	5070.21     	-62.749     	0.0188367   	517.207     	6.76062     	4.05909     	0.480865    	-0.00185749 	-0.370825   	0.0471057   	1.09212     	1083.53     	1577.44     	0.374717    	0.885755    	0.780924    	-3.89225    	-0.582896   	-62.749     	-2.24137    	1568.95     	0.020243    	0.00174555  	12.1391     	-89.3936    	-0.0281198  	517.207     	0.0103049   	1.21575     
8.535 	5064.02     	-62.9962    	0.0164756   	516.34      	5.78638     	4.32863     	0.427607    	-0.000760504	-0.361025   	0.0474877   	1.08307     	1082.25     	1575.39     	0.37151     	0.840472    	0.799646    	-3.95424    	-0.573792   	-62.9962    	-2.21697    	1566.52     	0.0215122   	0.00221534  	12.0325     	-86.7444    	-0.0279172  	516.34      	0.0115232   	1.27976     
8.545 	5057.93     	-63.1948    	0.0136162   	515.475     	4.8003      	4.59724     	0.374258    	0.000383674 	-0.347422   	0.0480209   	1.07407     	1080.97     	1573.34     	0.368329    	0.795401    	0.804131    	-4.0143     	-0.545663   	-63.1948    	-2.19207    	1564.1      	0.0227435   	0.00279566  	11.9253     	-84.0774    	-0.0272394  	515.475     	0.012471    	1.32973     
8.555 	5051.96     	-63.3448    	0.0103967   	514.612     	3.8054      	4.86471     	0.323985    	0.00153925  	-0.330429   	0.048768    	1.06514     	1079.69     	1571.28     	0.365174    	0.750611    	0.794207    	-4.07253    	-0.499271   	-63.3448    	-2.1667     	1561.68     	0.0239359   	0.00346045  	11.8174     	-81.391     	-0.0258947  	514.612     	0.0131153   	1.36459     
8.565 	5046.1      	-63.4465    	0.00697083  	513.752     	2.80472     	5.12988     	0.279689    	0.00267101  	-0.310477   	0.0497735   	1.05627     	1078.41     	1569.23     	0.362047    	0.706169    	0.770502    	-4.129      	-0.436058   	-63.4465    	-2.1409     	1559.27     	0.025089    	0.00417819  	11.7092     	-78.6836    	-0.0237541  	513.752     	0.0134352   	1.38388     
8.575 	5040.35     	-63.5       	0.00350057  	512.895     	1.80128     	5.39062     	0.243835    	0.00374546  	-0.288002   	0.05106     	1.04746     	1077.13     	1567.16     	0.358946    	0.662136    	0.734395    	-4.18378    	-0.358081   	-63.5       	-2.11467    	1556.86     	0.0262028   	0.00491358  	11.6006     	-75.9539    	-0.0207573  	512.895     	0.0134235   	1.38778     
8.585 	5034.71     	-63.5055    	0.000147549 	512.04      	0.798104    	5.6439      	0.218304    	0.00473187  	-0.263428   	0.0526262   	1.03874     	1075.85     	1565.08     	0.355871    	0.618571    	0.687926    	-4.2369     	-0.267911   	-63.5055    	-2.08802    	1554.45     	0.0272775   	0.00562948  	11.492      	-73.2008    	-0.0169139  	512.04      	0.0130858   	1.37708     
8.595 	5029.18     	-63.4634    	-0.00293463 	511.187     	-0.201801   	5.88594     	0.204285    	0.0056032   	-0.237155   	0.0544456   	1.03009     	1074.57     	1562.99     	0.352823    	0.575521    	0.633665    	-4.2884     	-0.16853    	-63.4634    	-2.06096    	1552.05     	0.0283137   	0.00628888  	11.3836     	-70.4238    	-0.0123003  	511.187     	0.0124405   	1.35314     
8.605 	5023.77     	-63.3739    	-0.00560778 	510.338     	-1.19546    	6.11242     	0.202202    	0.00633695  	-0.209555   	0.0564678   	1.02154     	1073.28     	1560.88     	0.349801    	0.533026    	0.574557    	-4.33827    	-0.0631917  	-63.3739    	-2.03347    	1549.66     	0.0293126   	0.00685686  	11.2756     	-67.623     	-0.00705204 	510.338     	0.0115176   	1.31786     
8.615 	5018.46     	-63.2373    	-0.00775551 	509.49      	-2.17993    	6.31867     	0.211692    	0.00691577  	-0.180961   	0.0586196   	1.01308     	1072        	1558.76     	0.346806    	0.491112    	0.51375     	-4.38652    	0.0447166   	-63.2373    	-2.00555    	1547.26     	0.0302754   	0.00730252  	11.1683     	-64.7992    	-0.00135269 	509.49      	0.0103567   	1.27351     
8.625 	5013.26     	-63.054     	-0.00928842 	508.645     	-3.15232    	6.50001     	0.231624    	0.00732803  	-0.151673   	0.0608092   	1.00473     	1070.71     	1556.63     	0.343838    	0.449795    	0.4544      	-4.43309    	0.151817    	-63.054     	-1.97717    	1544.87     	0.0312035   	0.00760059  	11.062      	-61.954     	0.00458044  	508.645     	0.00900573  	1.22265     
8.635 	5008.17     	-62.8244    	-0.0101477  	507.803     	-4.10977    	6.65203     	0.260165    	0.00756802  	-0.121958   	0.0629299   	0.996472    	1069.43     	1554.48     	0.340896    	0.409081    	0.399491    	-4.47795    	0.254883    	-62.8244    	-1.94832    	1542.49     	0.0320985   	0.00773286  	10.9567     	-59.0898    	0.0105123   	507.803     	0.00751815  	1.16794     
8.645 	5003.17     	-62.5489    	-0.0103074  	506.963     	-5.04951    	6.77089     	0.294883    	0.00763603  	-0.0920602  	0.0648665   	0.988326    	1068.14     	1552.33     	0.337981    	0.368965    	0.351652    	-4.52102    	0.350969    	-62.5489    	-1.91896    	1540.11     	0.0329618   	0.00768908  	10.8528     	-56.21      	0.0162071   	506.963     	0.00595074  	1.11207     
8.655 	4998.27     	-62.228     	-0.00977431 	506.125     	-5.96882    	6.85362     	0.33289     	0.00753824  	-0.062201   	0.0665006   	0.980287    	1066.85     	1550.17     	0.335093    	0.329432    	0.313004    	-4.56222    	0.437521    	-62.228     	-1.88909    	1537.73     	0.033795    	0.00746759  	10.7504     	-53.3184    	0.0214449   	506.125     	0.00436108  	1.05751     
8.665 	4993.47     	-61.8621    	-0.00858731 	505.29      	-6.86506    	6.89834     	0.371004    	0.00728635  	-0.0325926  	0.067718    	0.972355    	1065.57     	1548.01     	0.332232    	0.290462    	0.285024    	-4.60146    	0.512476    	-61.8621    	-1.85867    	1535.36     	0.0345992   	0.00707537  	10.6495     	-50.4198    	0.026037    	505.29      	0.00280515  	1.00649     
8.675 	4988.76     	-61.4519    	-0.00681401 	504.458     	-7.73567    	6.90448     	0.405929    	0.00689699  	-0.00344343 	0.0684146   	0.964529    	1064.28     	1545.84     	0.329398    	0.252028    	0.268457    	-4.63862    	0.574319    	-61.4519    	-1.8277     	1533        	0.0353755   	0.00652772  	10.5503     	-47.5193    	0.029839    	504.458     	0.00133506  	0.960773    
8.685 	4984.14     	-60.9978    	-0.00454674 	503.627     	-8.57819    	6.87289     	0.434448    	0.00639103  	0.0250366   	0.0685031   	0.956806    	1063        	1543.68     	0.32659     	0.214101    	0.263259    	-4.67359    	0.622129    	-60.9978    	-1.79617    	1530.63     	0.0361247   	0.00584746  	10.4526     	-44.6225    	0.0327608   	503.627     	-2.91637e-06	0.921646    
8.695 	4979.6      	-60.5004    	-0.00189716 	502.8       	-9.39026    	6.80592     	0.453606    	0.00579264  	0.0526321   	0.0679184   	0.949181    	1061.72     	1541.53     	0.32381     	0.176652    	0.268586    	-4.70626    	0.655584    	-60.5004    	-1.76408    	1528.27     	0.036847    	0.00506372  	10.3564     	-41.7351    	0.0347729   	502.8       	-0.00117001 	0.88982     
8.705 	4975.15     	-59.9603    	0.00100987  	501.974     	-10.1696    	6.70736     	0.460874    	0.00512831  	0.0791229   	0.0666222   	0.94165     	1060.43     	1539.39     	0.321056    	0.139652    	0.282828    	-4.73651    	0.674945    	-59.9603    	-1.73144    	1525.92     	0.0375427   	0.00421047  	10.2616     	-38.8627    	0.0359086   	501.974     	-0.0021362  	0.865415    
8.715 	4970.78     	-59.3782    	0.00404288  	501.151     	-10.9141    	6.58237     	0.454302    	0.00442572  	0.104287    	0.0646061   	0.934206    	1059.15     	1537.26     	0.318328    	0.103076    	0.303689    	-4.76423    	0.681006    	-59.3782    	-1.69827    	1523.57     	0.0382113   	0.00332475  	10.168      	-36.0106    	0.0362621   	501.151     	-0.00288101 	0.847973    
8.725 	4966.5      	-58.7547    	0.00707058  	500.331     	-11.6216    	6.43724     	0.432628    	0.00371266  	0.127906    	0.0618937   	0.926844    	1057.87     	1535.14     	0.315627    	0.0669051   	0.328298    	-4.78932    	0.675029    	-58.7547    	-1.6646     	1521.22     	0.0388522   	0.00244478  	10.0755     	-33.1836    	0.0359829   	500.331     	-0.00339384 	0.836499    
8.735 	4962.3      	-58.0906    	0.00996827  	499.513     	-12.2904    	6.27921     	0.395355    	0.00301585  	0.14978     	0.0585405   	0.919559    	1056.6      	1533.04     	0.312951    	0.0311237   	0.353359    	-4.8117     	0.65865     	-58.0906    	-1.63047    	1518.88     	0.0394646   	0.00160805  	9.98365     	-30.3859    	0.0352661   	499.513     	-0.0036739  	0.829541    
8.745 	4958.18     	-57.3864    	0.0126239   	498.697     	-12.9185    	6.11609     	0.342787    	0.00235991  	0.169733    	0.0546327   	0.912343    	1055.32     	1530.94     	0.3103      	-0.00427558 	0.375325    	-4.83131    	0.633781    	-57.3864    	-1.59593    	1516.54     	0.0400473   	0.000849391 	9.89237     	-27.6207    	0.0343403   	498.697     	-0.00372965 	0.825299    
8.755 	4954.14     	-56.6431    	0.0149429   	497.884     	-13.5043    	5.95594     	0.276016    	0.00176641  	0.187637    	0.0502838   	0.905192    	1054.05     	1528.86     	0.307674    	-0.0392938  	0.390589    	-4.8481     	0.602499    	-56.6431    	-1.56102    	1514.21     	0.0405991   	0.000199339 	9.80135     	-24.8903    	0.033453    	497.884     	-0.00357786 	0.821751    
8.765 	4950.2      	-55.8613    	0.0168526   	497.073     	-14.0464    	5.80668     	0.196873    	0.001253    	0.203418    	0.0456303   	0.898101    	1052.78     	1526.79     	0.305072    	-0.0739259  	0.395679    	-4.86206    	0.566931    	-55.8613    	-1.5258     	1511.88     	0.0411187   	-0.000317379	9.71036     	-22.1958    	0.0328547   	497.073     	-0.00324243 	0.8168      
8.775 	4946.35     	-55.0418    	0.0183046   	496.264     	-14.5433    	5.67574     	0.10783     	0.000832824 	0.217077    	0.0408256   	0.891067    	1051.51     	1524.73     	0.302494    	-0.108161   	0.387454    	-4.87319    	0.529147    	-55.0418    	-1.49033    	1509.55     	0.0416046   	-0.000682956	9.61916     	-19.5371    	0.0327836   	496.264     	-0.0027529  	0.808418    
8.785 	4942.59     	-54.1855    	0.0192763   	495.458     	-14.9938    	5.56968     	0.0118794   	0.000514052 	0.2287      	0.0360333   	0.884086    	1050.24     	1522.67     	0.299939    	-0.141984   	0.36328     	-4.88154    	0.491064    	-54.1855    	-1.45467    	1507.23     	0.0420558   	-0.000887258	9.52756     	-16.9131    	0.0334495   	495.458     	-0.00214279 	0.794798    
8.795 	4938.94     	-53.2932    	0.0197713   	494.654     	-15.3968    	5.49386     	-0.0876277  	0.000299691 	0.238465    	0.0314196   	0.877158    	1048.97     	1520.61     	0.297407    	-0.175377   	0.321192    	-4.88716    	0.45436     	-53.2932    	-1.41888    	1504.91     	0.0424712   	-0.000928159	9.43537     	-14.3215    	0.0350208   	494.654     	-0.00144791 	0.774487    
8.805 	4935.39     	-52.3657    	0.0198173   	493.852     	-15.7513    	5.45218     	-0.18715    	0.000187606 	0.246651    	0.0271456   	0.870281    	1047.7      	1518.55     	0.294897    	-0.208319   	0.260017    	-4.89015    	0.420412    	-52.3657    	-1.383      	1502.6      	0.04285     	-0.000811453	9.34249     	-11.759     	0.0376136   	493.852     	-0.000704611	0.746498    
8.815 	4931.96     	-51.4039    	0.0194644   	493.053     	-16.0566    	5.44692     	-0.283141   	0.000170786 	0.253629    	0.0233595   	0.863456    	1046.42     	1516.47     	0.292408    	-0.240792   	0.179466    	-4.89062    	0.390249    	-51.4039    	-1.34709    	1500.29     	0.0431917   	-0.000550346	9.24883     	-9.22167    	0.041283    	493.053     	5.1783e-05  	0.710401    
8.825 	4928.64     	-50.4088    	0.0187814   	492.256     	-16.312     	5.47856     	-0.372233   	0.000237818 	0.25986     	0.0201897   	0.856685    	1045.15     	1514.39     	0.289941    	-0.272778   	0.0801791   	-4.88871    	0.364533    	-50.4088    	-1.31118    	1497.98     	0.0434962   	-0.000164573	9.15436     	-6.7047     	0.0460198   	492.256     	0.000788489 	0.66638     
8.835 	4925.44     	-49.3813    	0.0178508   	491.461     	-16.517     	5.54579     	-0.451408   	0.000373567 	0.265875    	0.0177381   	0.84997     	1043.88     	1512.29     	0.287494    	-0.304261   	-0.0362708  	-4.88456    	0.343564    	-49.3813    	-1.27532    	1495.68     	0.0437637   	0.000320809 	9.05909     	-4.20305    	0.0517489   	491.461     	0.0014765   	0.615243    
8.845 	4922.37     	-48.3222    	0.016765    	490.669     	-16.6713    	5.64558     	-0.518152   	0.000560011 	0.272252    	0.0160757   	0.843314    	1042.6      	1510.18     	0.285069    	-0.335231   	-0.167421   	-4.87834    	0.327299    	-48.3222    	-1.23951    	1493.38     	0.0439947   	0.00087688  	8.96309     	-1.71151    	0.0583337   	490.669     	0.00209155  	0.558412    
8.855 	4919.43     	-47.2327    	0.0156201   	489.879     	-16.7747    	5.77327     	-0.570577   	0.000777202 	0.279589    	0.0152384   	0.83672     	1041.32     	1508.05     	0.282663    	-0.365684   	-0.310005   	-4.87022    	0.315397    	-47.2327    	-1.20378    	1491.09     	0.0441902   	0.00147248  	8.86644     	0.774983    	0.065582    	489.879     	0.00261487  	0.497856    
8.865 	4916.61     	-46.1135    	0.0145112   	489.091     	-16.8272    	5.92287     	-0.607519   	0.0010043   	0.288468    	0.0152258   	0.830191    	1040.04     	1505.89     	0.280278    	-0.39562    	-0.460079   	-4.86037    	0.307278    	-46.1135    	-1.16813    	1488.8      	0.0443513   	0.0020759   	8.76927     	3.26115     	0.073257    	489.091     	0.00303351  	0.435998    
8.875 	4913.94     	-44.9658    	0.0135276   	488.306     	-16.8289    	6.08731     	-0.628585   	0.00122061  	0.299418    	0.0160006   	0.823732    	1038.76     	1503.72     	0.277914    	-0.425045   	-0.613177   	-4.84894    	0.302192    	-44.9658    	-1.13257    	1486.51     	0.0444796   	0.00265659  	8.67175     	5.75109     	0.0810894   	488.306     	0.00334047  	0.375592    
8.885 	4911.39     	-43.7905    	0.0127482   	487.523     	-16.78      	6.25877     	-0.634169   	0.00140665  	0.312875    	0.0174907   	0.817344    	1037.47     	1501.52     	0.27557     	-0.453971   	-0.764502   	-4.8361     	0.299295    	-43.7905    	-1.09707    	1484.23     	0.0445767   	0.00318668  	8.57403     	8.24806     	0.0887917   	487.523     	0.00353445  	0.319569    
8.895 	4908.98     	-42.5887    	0.0122375   	486.742     	-16.681     	6.4291      	-0.625423   	0.00154506  	0.32914     	0.0195928   	0.811031    	1036.18     	1499.31     	0.273246    	-0.482416   	-0.909124   	-4.82198    	0.297722    	-42.5887    	-1.06163    	1481.95     	0.0446443   	0.00364238  	8.4763      	10.7543     	0.096074    	486.742     	0.00361946  	0.270872    
8.905 	4906.7      	-41.3614    	0.0120436   	485.963     	-16.5325    	6.59017     	-0.604189   	0.00162144  	0.348348    	0.0221769   	0.804794    	1034.88     	1497.08     	0.270943    	-0.5104     	-1.0422     	-4.80669    	0.296666    	-41.3614    	-1.02624    	1479.67     	0.0446842   	0.00400508  	8.37873     	13.2711     	0.102659    	485.963     	0.00360408  	0.232277    
8.915 	4904.54     	-40.1097    	0.0121955   	485.187     	-16.3351    	6.7343      	-0.572898   	0.001625    	0.370433    	0.0250936   	0.798635    	1033.58     	1494.83     	0.268661    	-0.537946   	-1.15916    	-4.79033    	0.295436    	-40.1097    	-0.990871   	1477.4      	0.0446982   	0.00426213  	8.28149     	15.7983     	0.108297    	485.187     	0.00350061  	0.206225    
8.925 	4902.5      	-38.8346    	0.0127031   	484.413     	-16.0897    	6.85458     	-0.534438   	0.00154905  	0.395106    	0.0281804   	0.792552    	1032.28     	1492.57     	0.2664      	-0.565079   	-1.25594    	-4.77297    	0.293513    	-38.8346    	-0.955512   	1475.14     	0.0446879   	0.00440724  	8.18475     	18.3347     	0.112778    	484.413     	0.00332418  	0.194658    
8.935 	4900.57     	-37.5371    	0.0135568   	483.641     	-15.7974    	6.94518     	-0.492002   	0.00139122  	0.421846    	0.0312704   	0.786546    	1030.97     	1490.31     	0.26416     	-0.591823   	-1.32913    	-4.75464    	0.290582    	-37.5371    	-0.920148   	1472.87     	0.0446547   	0.0044406   	8.08862     	20.8779     	0.115942    	483.641     	0.00309164  	0.19888     
8.945 	4898.74     	-36.2185    	0.0147292   	482.871     	-15.4592    	7.00165     	-0.448922   	0.00115348  	0.449893    	0.0342001   	0.780613    	1029.67     	1488.04     	0.261942    	-0.6182     	-1.37615    	-4.73534    	0.286547    	-36.2185    	-0.88477    	1470.61     	0.0445998   	0.00436849  	7.99322     	23.4246     	0.117687    	482.871     	0.0028206   	0.21945     
8.955 	4897        	-34.8798    	0.0161768   	482.104     	-15.0765    	7.02106     	-0.408499   	0.00084196  	0.478264    	0.0368171   	0.774751    	1028.36     	1485.76     	0.259745    	-0.64423    	-1.39534    	-4.71507    	0.281537    	-34.8798    	-0.849371   	1468.36     	0.0445242   	0.0042027   	7.89863     	25.9703     	0.117975    	482.104     	0.00252846  	0.256108    
8.965 	4895.34     	-33.522     	0.0178431   	481.339     	-14.6505    	7.00209     	-0.373841   	0.000466539 	0.50578     	0.0389879   	0.768957    	1027.05     	1483.48     	0.25757     	-0.669927   	-1.38606    	-4.69376    	0.275879    	-33.522     	-0.813955   	1466.11     	0.0444283   	0.00395956  	7.80491     	28.5101     	0.116828    	481.339     	0.00223148  	0.307744    
8.975 	4893.75     	-32.1463    	0.0196616   	480.576     	-14.1828    	6.94509     	-0.347703   	4.02408e-05 	0.531101    	0.0406036   	0.763225    	1025.74     	1481.21     	0.255417    	-0.6953     	-1.34869    	-4.67135    	0.270063    	-32.1463    	-0.778528   	1463.86     	0.0443126   	0.00365878  	7.71207     	31.0384     	0.114331    	480.576     	0.00194411  	0.372415    
8.985 	4892.22     	-30.7539    	0.0215597   	479.815     	-13.6751    	6.85197     	-0.332364   	-0.000421498	0.55278     	0.041585    	0.75755     	1024.43     	1478.94     	0.253287    	-0.720352   	-1.28466    	-4.64776    	0.264693    	-30.7539    	-0.743107   	1461.61     	0.044177    	0.00332213  	7.62012     	33.5494     	0.11062     	479.815     	0.00167836  	0.447403    
