q      	H_1-I_2      	H_2-Hg       	C-I_1        	H_1-I_1      	C-I_2        	O-H_2        	H_2-I_1      	O-H_1        	O-C          	H_1-Hg       	H_2-I_2      	C-Hg        
5.125 	0.396089    	-0.386748   	4.50995     	0.0371041   	5.44722     	-29.3045    	-0.107249   	-231.917    	517.048     	-0.909162   	-0.0397638  	6.78405     
5.135 	0.404343    	-0.373732   	4.88127     	0.0721229   	5.21796     	-29.3393    	-0.119917   	-229.491    	527.568     	-0.663618   	-0.0378121  	7.82155     
5.145 	0.409363    	-0.362035   	5.25871     	0.116702    	5.02212     	-29.3552    	-0.132919   	-227.026    	537.756     	-0.430973   	-0.0372226  	8.82136     
5.155 	0.411288    	-0.351806   	5.62929     	0.169725    	4.86642     	-29.3524    	-0.145623   	-224.519    	547.595     	-0.213861   	-0.0378966  	9.76435     
5.165 	0.410346    	-0.343048   	5.98008     	0.229417    	4.75525     	-29.3313    	-0.157405   	-221.969    	557.066     	-0.014224   	-0.0396843  	10.6337     
5.175 	0.406848    	-0.335624   	6.29883     	0.293458    	4.69064     	-29.2915    	-0.167683   	-219.377    	566.152     	0.166737    	-0.0423924  	11.4158     
5.185 	0.40118     	-0.329268   	6.57464     	0.359117    	4.6723      	-29.2331    	-0.175943   	-216.744    	574.835     	0.32857     	-0.0457932  	12.1001     
5.195 	0.393787    	-0.32361    	6.79837     	0.423413    	4.69772     	-29.1557    	-0.181765   	-214.075    	583.101     	0.471541    	-0.0496352  	12.6802     
5.205 	0.385155    	-0.318201   	6.96313     	0.483296    	4.76244     	-29.059     	-0.184841   	-211.374    	590.936     	0.596579    	-0.0536549  	13.153      
5.215 	0.37579     	-0.312542   	7.06452     	0.535821    	4.86033     	-28.9429    	-0.184991   	-208.646    	598.332     	0.705177    	-0.0575885  	13.5196     
5.225 	0.366195    	-0.306124   	7.10075     	0.578327    	4.98396     	-28.8071    	-0.182167   	-205.898    	605.281     	0.799287    	-0.0611835  	13.7841     
5.235 	0.356844    	-0.298457   	7.07262     	0.608589    	5.12499     	-28.6516    	-0.176457   	-203.137    	611.782     	0.881186    	-0.0642102  	13.9535     
5.245 	0.348162    	-0.289106   	6.98345     	0.624958    	5.27462     	-28.4767    	-0.168077   	-200.369    	617.836     	0.953339    	-0.0664712  	14.0375     
5.255 	0.340501    	-0.277717   	6.83874     	0.626456    	5.42399     	-28.2826    	-0.157357   	-197.603    	623.45      	1.01827     	-0.0678099  	14.0471     
5.265 	0.334124    	-0.264045   	6.64587     	0.612846    	5.5646      	-28.07      	-0.144724   	-194.844    	628.633     	1.07841     	-0.068117   	13.9946     
5.275 	0.329191    	-0.247967   	6.41362     	0.584651    	5.6887      	-27.8397    	-0.130676   	-192.098    	633.4       	1.13603     	-0.0673346  	13.8924     
5.285 	0.325751    	-0.229497   	6.15172     	0.543139    	5.7896      	-27.5927    	-0.115761   	-189.371    	637.768     	1.19308     	-0.0654584  	13.7526     
5.295 	0.323738    	-0.208784   	5.87035     	0.490262    	5.86192     	-27.3302    	-0.100543   	-186.667    	641.755     	1.25117     	-0.0625369  	13.5862     
5.305 	0.322976    	-0.186108   	5.5796      	0.428561    	5.90181     	-27.0536    	-0.0855789  	-183.989    	645.382     	1.3115      	-0.0586685  	13.4025     
5.315 	0.323182    	-0.161866   	5.28903     	0.361037    	5.90706     	-26.7644    	-0.0713856  	-181.339    	648.672     	1.37485     	-0.053997   	13.2092     
5.325 	0.323985    	-0.136554   	5.00725     	0.290998    	5.87709     	-26.4641    	-0.0584193  	-178.719    	651.645     	1.44155     	-0.0487039  	13.0114     
5.335 	0.32494     	-0.110739   	4.74154     	0.22189     	5.81295     	-26.1545    	-0.0470534  	-176.128    	654.322     	1.51156     	-0.0430005  	12.8122     
5.345 	0.325551    	-0.0850322  	4.49766     	0.157121    	5.71719     	-25.8369    	-0.0375628  	-173.567    	656.721     	1.58446     	-0.0371176  	12.612      
5.355 	0.325294    	-0.0600535  	4.27963     	0.0998843   	5.59364     	-25.5129    	-0.0301133  	-171.034    	658.857     	1.65958     	-0.0312956  	12.4095     
5.365 	0.323641    	-0.0364027  	4.08969     	0.0529961   	5.44719     	-25.1838    	-0.0247582  	-168.527    	660.744     	1.73598     	-0.025773   	12.2014     
5.375 	0.32009     	-0.0146263  	3.92832     	0.0187532   	5.2835      	-24.8507    	-0.0214397  	-166.043    	662.39      	1.81262     	-0.0207764  	11.9829     
5.385 	0.314185    	0.00480962  	3.79436     	-0.00118366 	5.10868     	-24.5145    	-0.0199969  	-163.58     	663.799     	1.88834     	-0.0165106  	11.7486     
5.395 	0.305542    	0.0215436   	3.68519     	-0.00587152 	4.92895     	-24.1759    	-0.0201792  	-161.136    	664.971     	1.96203     	-0.0131496  	11.4926     
5.405 	0.293867    	0.0353362   	3.59704     	0.00486963  	4.75032     	-23.8354    	-0.0216636  	-158.708    	665.905     	2.0326      	-0.0108292  	11.2092     
5.415 	0.278972    	0.0460816   	3.5252      	0.0304517   	4.57828     	-23.4931    	-0.0240761  	-156.294    	666.593     	2.09906     	-0.00964184 	10.8935     
5.425 	0.260788    	0.0538116   	3.46443     	0.0695526   	4.41749     	-23.149     	-0.0270142  	-153.893    	667.028     	2.1606      	-0.00963276 	10.5419     
5.435 	0.239374    	0.0586923   	3.40921     	0.120188    	4.2716      	-22.8029    	-0.0300708  	-151.502    	667.197     	2.21652     	-0.0107985  	10.1524     
5.445 	0.214913    	0.0610139   	3.35413     	0.179815    	4.143       	-22.4543    	-0.0328577  	-149.122    	667.09      	2.26631     	-0.0130876  	9.72512     
5.455 	0.187714    	0.0611742   	3.29414     	0.245465    	4.03275     	-22.1028    	-0.0350267  	-146.752    	666.693     	2.30961     	-0.0164033  	9.2622      
5.465 	0.158202    	0.0596563   	3.22478     	0.313899    	3.9405      	-21.7478    	-0.036288   	-144.392    	665.996     	2.34618     	-0.0206077  	8.76819     
5.475 	0.126909    	0.0570027   	3.14244     	0.381767    	3.86452     	-21.3887    	-0.0364243  	-142.044    	664.989     	2.37592     	-0.0255284  	8.24975     
5.485 	0.0944526   	0.0537859   	3.04443     	0.445781    	3.80176     	-21.0249    	-0.0353011  	-139.709    	663.663     	2.39878     	-0.0309656  	7.71553     
5.495 	0.0615229   	0.0505791   	2.92911     	0.502877    	3.74803     	-20.656     	-0.032871   	-137.388    	662.014     	2.41478     	-0.036701   	7.17586     
5.505 	0.0288571   	0.0479262   	2.79588     	0.550367    	3.69816     	-20.2816    	-0.0291734  	-135.084    	660.04      	2.42395     	-0.0425064  	6.64225     
5.515 	-0.00278118 	0.0463144   	2.64517     	0.586065    	3.64629     	-19.9015    	-0.0243291  	-132.798    	657.744     	2.42633     	-0.0481529  	6.12696     
5.525 	-0.0326263  	0.0461502   	2.4783      	0.608395    	3.58612     	-19.5158    	-0.0185303  	-130.531    	655.13      	2.42196     	-0.0534207  	5.64236     
5.535 	-0.0599339  	0.0477402   	2.29744     	0.616457    	3.51124     	-19.1247    	-0.0120267  	-128.287    	652.207     	2.41083     	-0.0581065  	5.20037     
5.545 	-0.0840032  	0.051277    	2.10537     	0.610066    	3.41545     	-18.7286    	-0.00510956 	-126.066    	648.988     	2.39294     	-0.062032   	4.81184     
5.555 	-0.104199   	0.0568319   	1.90535     	0.589752    	3.29303     	-18.3281    	0.00190768  	-123.87     	645.487     	2.36829     	-0.0650496  	4.48602     
5.565 	-0.119969   	0.0643537   	1.70093     	0.556719    	3.13909     	-17.924     	0.00870789  	-121.699    	641.72      	2.33691     	-0.0670475  	4.23001     
5.575 	-0.130862   	0.0736738   	1.49578     	0.512785    	2.94978     	-17.5173    	0.0149893   	-119.555    	637.705     	2.29887     	-0.0679534  	4.04841     
5.585 	-0.136541   	0.0845176   	1.29349     	0.460276    	2.72253     	-17.1091    	0.0204825   	-117.437    	633.459     	2.25432     	-0.0677357  	3.94295     
5.595 	-0.136794   	0.0965211   	1.09749     	0.40191     	2.45618     	-16.7006    	0.0249654   	-115.345    	628.999     	2.20356     	-0.0664038  	3.91239     
5.605 	-0.131537   	0.109252    	0.910862    	0.340653    	2.15113     	-16.2928    	0.0282748   	-113.279    	624.342     	2.147       	-0.0640064  	3.9524      
5.615 	-0.120825   	0.122232    	0.736276    	0.279578    	1.80932     	-15.887     	0.0303134   	-111.238    	619.502     	2.08525     	-0.0606289  	4.05571     
5.625 	-0.104844   	0.134964    	0.575943    	0.221708    	1.43423     	-15.4842    	0.031054    	-109.22     	614.491     	2.01907     	-0.0563882  	4.21235     
5.635 	-0.0839115  	0.146961    	0.431569    	0.16987     	1.03075     	-15.0854    	0.0305384   	-107.224    	609.319     	1.94945     	-0.0514285  	4.40994     
5.645 	-0.0584695  	0.157764    	0.304352    	0.12657     	0.605058    	-14.6915    	0.0288722   	-105.249    	603.991     	1.87751     	-0.0459139  	4.63425     
5.655 	-0.0290737  	0.166972    	0.195001    	0.093868    	0.164372    	-14.3029    	0.0262165   	-103.293    	598.513     	1.80454     	-0.0400228  	4.8697      
5.665 	0.00361951  	0.174258    	0.103768    	0.0732956   	-0.283305   	-13.9202    	0.0227765   	-101.355    	592.885     	1.73196     	-0.0339403  	5.09998     
5.675 	0.0388677   	0.179385    	0.0304933   	0.065789    	-0.72948    	-13.5437    	0.0187872   	-99.4343    	587.107     	1.66122     	-0.0278517  	5.30875     
5.685 	0.0758607   	0.182218    	-0.0253443  	0.0716577   	-1.16549    	-13.1733    	0.0144982   	-97.5291    	581.176     	1.5938      	-0.0219357  	5.48027     
5.695 	0.11374     	0.182727    	-0.0645756  	0.0905826   	-1.58283    	-12.8089    	0.0101587   	-95.6388    	575.09      	1.5311      	-0.0163587  	5.60008     
5.705 	0.151621    	0.180986    	-0.0882959  	0.121644    	-1.97347    	-12.4502    	0.00600158  	-93.763     	568.844     	1.4744      	-0.0112694  	5.65557     
5.715 	0.188612    	0.17717     	-0.0978252  	0.163381    	-2.33016    	-12.0966    	0.00223067  	-91.9015    	562.437     	1.42476     	-0.00679449 	5.6365      
5.725 	0.223842    	0.171541    	-0.0946786  	0.213866    	-2.64671    	-11.7477    	-0.000990946	-90.0544    	555.867     	1.38299     	-0.00303553 	5.53546     
5.735 	0.256479    	0.164436    	-0.0805457  	0.270815    	-2.9182     	-11.4028    	-0.00354912 	-88.222     	549.133     	1.34958     	-6.64823e-05	5.34814     
5.745 	0.285755    	0.156246    	-0.0572791  	0.331694    	-3.14117    	-11.0613    	-0.00538359 	-86.405     	542.24      	1.32463     	0.00206723  	5.07353     
5.755 	0.310985    	0.147396    	-0.026889   	0.393849    	-3.31373    	-10.7225    	-0.00648938 	-84.6041    	535.192     	1.30789     	0.00334884  	4.71395     
5.765 	0.331591    	0.138326    	0.00845882  	0.454629    	-3.43562    	-10.3858    	-0.0069146  	-82.8204    	527.999     	1.29868     	0.00378924  	4.27497     
5.775 	0.347114    	0.129464    	0.0464456   	0.511507    	-3.50818    	-10.0508    	-0.0067548  	-81.0548    	520.671     	1.29595     	0.00342513  	3.7652      
5.785 	0.357231    	0.121207    	0.0846071   	0.562197    	-3.53428    	-9.71709    	-0.00614454 	-79.3086    	513.223     	1.29828     	0.00231639  	3.19591     
5.795 	0.361767    	0.113904    	0.120349    	0.604744    	-3.51823    	-9.38454    	-0.00524643 	-77.5828    	505.673     	1.30396     	0.000542757 	2.58062     
5.805 	0.360702    	0.107839    	0.150976    	0.637609    	-3.46549    	-9.05306    	-0.00423871 	-75.8786    	498.038     	1.31104     	-0.00179991 	1.93453     
5.815 	0.354171    	0.103214    	0.173734    	0.65972     	-3.38256    	-8.72277    	-0.00330195 	-74.1967    	490.339     	1.31739     	-0.0046037  	1.27396     
5.825 	0.342465    	0.100149    	0.185867    	0.670509    	-3.27661    	-8.39394    	-0.00260589 	-72.5381    	482.596     	1.32085     	-0.00775289 	0.615678    
5.835 	0.326024    	0.0986697   	0.184693    	0.669915    	-3.15525    	-8.06695    	-0.00229711 	-70.9033    	474.828     	1.31927     	-0.0111282  	-0.0237313  
5.845 	0.305426    	0.0987153   	0.167692    	0.658374    	-3.02621    	-7.74233    	-0.00248851 	-69.2926    	467.055     	1.31063     	-0.0146108  	-0.628493   
5.855 	0.28137     	0.100139    	0.132607    	0.636773    	-2.89704    	-7.42068    	-0.00325105 	-67.7064    	459.294     	1.29312     	-0.0180862  	-1.18424    
5.865 	0.254659    	0.102718    	0.077547    	0.606396    	-2.77484    	-7.10262    	-0.00460833 	-66.1444    	451.558     	1.26527     	-0.0214478  	-1.67854    
5.875 	0.226169    	0.106167    	0.0010971   	0.568851    	-2.66602    	-6.78883    	-0.0065345  	-64.6065    	443.857     	1.22595     	-0.0245997  	-2.10134    
5.885 	0.196833    	0.110153    	-0.0975807  	0.525981    	-2.57602    	-6.47992    	-0.00895528 	-63.0922    	436.2       	1.17449     	-0.0274594  	-2.44531    
5.895 	0.1676      	0.114312    	-0.218657   	0.479771    	-2.50921    	-6.17648    	-0.0117524  	-61.6009    	428.589     	1.11066     	-0.0299596  	-2.70605    
5.905 	0.139413    	0.118269    	-0.361564   	0.432254    	-2.4687     	-5.87899    	-0.0147708  	-60.1317    	421.025     	1.03472     	-0.0320495  	-2.88227    
5.915 	0.113175    	0.121652    	-0.524949   	0.385417    	-2.45631    	-5.5878     	-0.0178284  	-58.6839    	413.501     	0.947421    	-0.0336957  	-2.97568    
5.925 	0.0897173   	0.124115    	-0.706661   	0.341113    	-2.47254    	-5.30313    	-0.0207278  	-57.2563    	406.013     	0.849917    	-0.0348823  	-2.99098    
5.935 	0.0697752   	0.125352    	-0.903768   	0.300982    	-2.51658    	-5.02507    	-0.0232692  	-55.8481    	398.549     	0.74377     	-0.0356103  	-2.93552    
5.945 	0.0539594   	0.12511     	-1.11261    	0.266394    	-2.58644    	-4.75353    	-0.0252633  	-54.4581    	391.098     	0.63086     	-0.035897   	-2.81904    
5.955 	0.0427367   	0.123202    	-1.3289     	0.238395    	-2.67902    	-4.48828    	-0.0265439  	-53.0855    	383.647     	0.513304    	-0.0357744  	-2.65322    
5.965 	0.0364135   	0.119512    	-1.54785    	0.217678    	-2.79032    	-4.22897    	-0.0269796  	-51.7292    	376.184     	0.393369    	-0.0352875  	-2.45121    
5.975 	0.035125    	0.114006    	-1.76432    	0.204573    	-2.91562    	-3.97511    	-0.0264833  	-50.3885    	368.695     	0.273375    	-0.0344918  	-2.2271     
5.985 	0.0388311   	0.106723    	-1.97302    	0.199049    	-3.04966    	-3.72612    	-0.0250186  	-49.0627    	361.171     	0.155598    	-0.0334514  	-1.9954     
5.995 	0.0473183   	0.0977826   	-2.16869    	0.200736    	-3.1869     	-3.48139    	-0.0226045  	-47.7511    	353.603     	0.0421803   	-0.0322356  	-1.77047    
6.005 	0.0602079   	0.087371    	-2.34635    	0.208961    	-3.32174    	-3.24026    	-0.0193154  	-46.4532    	345.985     	-0.0649497  	-0.0309168  	-1.56601    
6.015 	0.0769705   	0.0757368   	-2.50149    	0.222795    	-3.44869    	-3.00208    	-0.0152789  	-45.1689    	338.315     	-0.16415    	-0.0295671  	-1.39461    
6.025 	0.0969466   	0.0631783   	-2.63026    	0.241109    	-3.5626     	-2.76624    	-0.0106699  	-43.8978    	330.594     	-0.254116   	-0.0282559  	-1.26726    
6.035 	0.119371    	0.0500299   	-2.72965    	0.262638    	-3.65882    	-2.53223    	-0.00570188 	-42.64      	322.826     	-0.333918   	-0.0270466  	-1.19309    
6.045 	0.143403    	0.0366483   	-2.79769    	0.286044    	-3.73333    	-2.2996     	-0.000615921	-41.3955    	315.02      	-0.403017   	-0.0259949  	-1.17905    
6.055 	0.168156    	0.0233968   	-2.83347    	0.309982    	-3.78285    	-2.06805    	0.00433207  	-40.1647    	307.184     	-0.461264   	-0.0251459  	-1.22974    
6.065 	0.192733    	0.0106307   	-2.83729    	0.333162    	-3.80494    	-1.8374     	0.00888522  	-38.9478    	299.334     	-0.508879   	-0.0245328  	-1.34739    
6.075 	0.216261    	-0.0013173  	-2.8106     	0.354399    	-3.798      	-1.60762    	0.0127997   	-37.7452    	291.481     	-0.546418   	-0.0241751  	-1.53178    
6.085 	0.23792     	-0.01215    	-2.75602    	0.372664    	-3.76129    	-1.37882    	0.0158582   	-36.5575    	283.643     	-0.574722   	-0.0240779  	-1.78045    
6.095 	0.256977    	-0.0216174  	-2.6772     	0.387119    	-3.69489    	-1.15122    	0.0178823   	-35.3851    	275.834     	-0.594857   	-0.0242315  	-2.08881    
6.105 	0.272808    	-0.0295253  	-2.5787     	0.39714     	-3.5997     	-0.925185   	0.0187424   	-34.2285    	268.068     	-0.608052   	-0.0246114  	-2.45041    
6.115 	0.284924    	-0.0357424  	-2.4658     	0.402333    	-3.47727    	-0.701156   	0.0183653   	-33.0884    	260.358     	-0.615626   	-0.0251796  	-2.85726    
6.125 	0.292987    	-0.0402044  	-2.34427    	0.402535    	-3.32979    	-0.479646   	0.016739    	-31.9651    	252.715     	-0.618928   	-0.0258852  	-3.30019    
6.135 	0.296815    	-0.0429148  	-2.22013    	0.397806    	-3.15996    	-0.261203   	0.0139139   	-30.859     	245.146     	-0.619264   	-0.0266669  	-3.76918    
6.145 	0.296391    	-0.0439437  	-2.09938    	0.388409    	-2.97086    	-0.0463823  	0.0100007   	-29.7706    	237.655     	-0.61785    	-0.0274549  	-4.25377    
6.155 	0.291859    	-0.0434237  	-1.98776    	0.374788    	-2.76587    	0.164288    	0.00516519  	-28.7       	230.244     	-0.615762   	-0.028174   	-4.74343    
6.165 	0.283512    	-0.0415432  	-1.89045    	0.35753     	-2.54853    	0.370334    	-0.000379946	-27.6475    	222.911     	-0.613902   	-0.0287463  	-5.22787    
6.175 	0.271781    	-0.038538   	-1.81188    	0.337334    	-2.32248    	0.571365    	-0.00638569 	-26.6129    	215.651     	-0.612978   	-0.0290948  	-5.6974     
6.185 	0.257212    	-0.034681   	-1.7555     	0.314968    	-2.09133    	0.767092    	-0.0125793  	-25.5962    	208.457     	-0.613493   	-0.0291467  	-6.14316    
6.195 	0.240443    	-0.0302706  	-1.72364    	0.291231    	-1.85859    	0.957345    	-0.0186779  	-24.597     	201.32      	-0.615749   	-0.0288365  	-6.55736    
6.205 	0.222177    	-0.0256185  	-1.7174     	0.266916    	-1.62765    	1.14208     	-0.0244028  	-23.6151    	194.229     	-0.619858   	-0.0281092  	-6.93336    
6.215 	0.203154    	-0.0210367  	-1.73663    	0.242778    	-1.40164    	1.32139     	-0.0294934  	-22.6498    	187.174     	-0.625768   	-0.0269231  	-7.26586    
6.225 	0.184118    	-0.0168256  	-1.77987    	0.2195      	-1.18346    	1.49549     	-0.0337197  	-21.7005    	180.145     	-0.63329    	-0.0252521  	-7.55084    
6.235 	0.165793    	-0.0132611  	-1.84448    	0.197674    	-0.975731   	1.66471     	-0.0368934  	-20.7665    	173.135     	-0.642135   	-0.0230877  	-7.78558    
6.245 	0.148852    	-0.010585   	-1.92676    	0.177779    	-0.780735   	1.82946     	-0.0388771  	-19.847     	166.135     	-0.651945   	-0.0204397  	-7.96859    
6.255 	0.133899    	-0.00899423 	-2.02207    	0.160174    	-0.600441   	1.99026     	-0.0395898  	-18.941     	159.144     	-0.662331   	-0.0173365  	-8.09947    
6.265 	0.12144     	-0.00863434 	-2.1251     	0.145093    	-0.436471   	2.14765     	-0.0390101  	-18.0478    	152.161     	-0.672907   	-0.0138255  	-8.17877    
6.275 	0.111877    	-0.0095932  	-2.23009    	0.132647    	-0.290094   	2.30219     	-0.0371762  	-17.1664    	145.189     	-0.683313   	-0.0099709  	-8.20786    
6.285 	0.105492    	-0.0118979  	-2.33109    	0.12283     	-0.162221   	2.45446     	-0.0341826  	-16.296     	138.234     	-0.693243   	-0.00585254 	-8.1887     
6.295 	0.102441    	-0.0155138  	-2.42225    	0.115535    	-0.0533953  	2.60496     	-0.0301744  	-15.4359    	131.308     	-0.702456   	-0.00156293 	-8.12375    
6.305 	0.102761    	-0.0203457  	-2.49805    	0.110566    	0.0362105   	2.75417     	-0.0253384  	-14.5853    	124.423     	-0.710785   	0.00279586  	-8.01574    
6.315 	0.106364    	-0.0262418  	-2.55357    	0.107661    	0.106798    	2.90246     	-0.0198931  	-13.7437    	117.596     	-0.718142   	0.00711585  	-7.86759    
6.325 	0.113057    	-0.0329996  	-2.58473    	0.106509    	0.158942    	3.05011     	-0.0140766  	-12.9106    	110.842     	-0.724508   	0.0112872   	-7.68226    
6.335 	0.122546    	-0.0403736  	-2.58841    	0.106772    	0.193592    	3.19727     	-0.00813466 	-12.0859    	104.181     	-0.729924   	0.0152024   	-7.46273    
6.345 	0.134461    	-0.0480854  	-2.56262    	0.108105    	0.212057    	3.344       	-0.00230762 	-11.2692    	97.6308     	-0.734482   	0.0187603   	-7.21193    
6.355 	0.148364    	-0.0558347  	-2.50657    	0.110173    	0.215992    	3.4902      	0.00318091  	-10.4608    	91.2073     	-0.738304   	0.0218702   	-6.93271    
6.365 	0.163777    	-0.0633109  	-2.42068    	0.112665    	0.207373    	3.6357      	0.00813482  	-9.66061    	84.9256     	-0.741527   	0.0244557   	-6.62791    
6.375 	0.180195    	-0.070206   	-2.30656    	0.11531     	0.188461    	3.7802      	0.0123942   	-8.86907    	78.7974     	-0.744287   	0.0264574   	-6.30039    
6.385 	0.197111    	-0.0762275  	-2.16692    	0.117884    	0.161751    	3.92332     	0.0158418   	-8.08655    	72.8308     	-0.746708   	0.0278353   	-5.95309    
6.395 	0.214027    	-0.0811099  	-2.00543    	0.120216    	0.129916    	4.06464     	0.0184072   	-7.31354    	67.0296     	-0.748885   	0.0285711   	-5.58911    
6.405 	0.230473    	-0.0846266  	-1.82653    	0.122187    	0.0957328   	4.20367     	0.0200682   	-6.55062    	61.3932     	-0.750883   	0.0286683   	-5.21178    
6.415 	0.246018    	-0.0865993  	-1.63524    	0.123733    	0.0620029   	4.33993     	0.0208492   	-5.79836    	55.9163     	-0.752733   	0.0281525   	-4.82476    
6.425 	0.260283    	-0.0869068  	-1.43692    	0.124838    	0.0314602   	4.47294     	0.0208183   	-5.05735    	50.5892     	-0.754428   	0.0270705   	-4.43203    
6.435 	0.272942    	-0.0854904  	-1.23704    	0.125526    	0.00667694  	4.60224     	0.0200806   	-4.32815    	45.398      	-0.755935   	0.0254882   	-4.03798    
6.445 	0.283731    	-0.0823579  	-1.04093    	0.125854    	-0.010035   	4.72747     	0.0187712   	-3.61124    	40.3258     	-0.757198   	0.0234882   	-3.64734    
6.455 	0.292447    	-0.0775845  	-0.853538   	0.1259      	-0.0167188  	4.8483      	0.0170458   	-2.90702    	35.3527     	-0.758144   	0.0211663   	-3.26517    
6.465 	0.298947    	-0.0713108  	-0.679255   	0.125753    	-0.011862   	4.9645      	0.0150715   	-2.21579    	30.4574     	-0.758701   	0.018628    	-2.89679    
6.475 	0.303143    	-0.0637389  	-0.52173    	0.125502    	0.00552609  	5.07595     	0.0130164   	-1.53772    	25.6182     	-0.758798   	0.0159842   	-2.5476     
6.485 	0.304998    	-0.0551253  	-0.383735   	0.125225    	0.0358529   	5.18261     	0.0110406   	-0.87283    	20.8137     	-0.758379   	0.0133468   	-2.223      
6.495 	0.30452     	-0.0457711  	-0.267081   	0.124981    	0.0789004   	5.28455     	0.00928743  	-0.22103    	16.0245     	-0.757404   	0.0108243   	-1.92813    
6.505 	0.301756    	-0.0360112  	-0.172574   	0.124801    	0.133807    	5.38191     	0.00787628  	0.417912    	11.2338     	-0.755852   	0.00851804  	-1.6677     
6.515 	0.296784    	-0.0262011  	-0.100026   	0.124684    	0.199076    	5.47494     	0.00689701  	1.04434     	6.42834     	-0.753719   	0.00651786  	-1.44578    
6.525 	0.289711    	-0.0167026  	-0.0483082  	0.124593    	0.272609    	5.56391     	0.00640646  	1.65871     	1.59936     	-0.751011   	0.00489938  	-1.26555    
6.535 	0.280661    	-0.00786979 	-0.015445   	0.124456    	0.351772    	5.64917     	0.00642694  	2.26153     	-3.25715    	-0.747741   	0.00372117  	-1.12911    
6.545 	0.269777    	-3.37716e-05	0.00125047  	0.124167    	0.433482    	5.73107     	0.00694683  	2.85337     	-8.1401     	-0.743909   	0.00302307  	-1.03732    
6.555 	0.257218    	0.00651077  	0.00501614  	0.123586    	0.514327    	5.80997     	0.00792312  	3.43482     	-13.0433    	-0.739497   	0.00282516  	-0.989622   
6.565 	0.243154    	0.0115184   	-0.000541594	0.122552    	0.590695    	5.88622     	0.00928575  	4.00646     	-17.956     	-0.734451   	0.0031277   	-0.983963   
6.575 	0.227766    	0.0148035   	-0.0116406  	0.120887    	0.65893     	5.96012     	0.0109432   	4.56884     	-22.8628    	-0.728674   	0.00391186  	-1.01677    
6.585 	0.21125     	0.0162493   	-0.0245168  	0.118404    	0.715489    	6.03193     	0.0127895   	5.12241     	-27.7451    	-0.722013   	0.00514121  	-1.08295    
6.595 	0.193812    	0.0158129   	-0.0356103  	0.114921    	0.757113    	6.10184     	0.014711    	5.66759     	-32.5817    	-0.714255   	0.00676394  	-1.17604    
6.605 	0.175672    	0.0135286   	-0.0417335  	0.110269    	0.780978    	6.16996     	0.0165943   	6.20464     	-37.3499    	-0.705124   	0.00871566  	-1.28832    
6.615 	0.157064    	0.00950715  	-0.0402151  	0.104303    	0.784854    	6.23635     	0.0183331   	6.73376     	-42.0266    	-0.694289   	0.0109226   	-1.41105    
6.625 	0.138236    	0.0039321   	-0.0290127  	0.0969114   	0.767228    	6.30095     	0.0198348   	7.25501     	-46.5896    	-0.681374   	0.0133051   	-1.5348     
6.635 	0.119447    	-0.00294699 	-0.0067903  	0.088027    	0.727417    	6.36367     	0.0210252   	7.76834     	-51.0187    	-0.665973   	0.0157812   	-1.64976    
6.645 	0.100966    	-0.0108243  	0.0270431   	0.0776324   	0.665638    	6.42433     	0.0218531   	8.27359     	-55.2965    	-0.647671   	0.0182701   	-1.7461     
6.655 	0.0830666   	-0.01935    	0.0723333   	0.0657659   	0.583053    	6.48269     	0.0222921   	8.77055     	-59.4098    	-0.626076   	0.0206956   	-1.8144     
6.665 	0.0660245   	-0.0281443  	0.128219    	0.052525    	0.481771    	6.5385      	0.0223415   	9.25892     	-63.3496    	-0.60084    	0.0229888   	-1.84601    
6.675 	0.0501073   	-0.0368134  	0.193203    	0.0380667   	0.364812    	6.59146     	0.0220253   	9.73837     	-67.1122    	-0.571695   	0.0250908   	-1.83347    
6.685 	0.0355686   	-0.0449656  	0.265257    	0.0226061   	0.236032    	6.64129     	0.0213899   	10.2086     	-70.6988    	-0.538484   	0.0269541   	-1.77082    
6.695 	0.0226389   	-0.052228   	0.341947    	0.00641135  	0.100008    	6.68768     	0.0204999   	10.6692     	-74.1161    	-0.501183   	0.0285445   	-1.65394    
6.705 	0.0115164   	-0.0582618  	0.420575    	-0.0102032  	-0.0381056  	6.73039     	0.0194338   	11.1199     	-77.3751    	-0.459926   	0.029841    	-1.48074    
6.715 	0.002358    	-0.0627774  	0.498339    	-0.0268864  	-0.172753   	6.76919     	0.0182782   	11.5605     	-80.4914    	-0.415021   	0.0308359   	-1.25133    
6.725 	-0.00472902 	-0.0655459  	0.57248     	-0.0432615  	-0.298174   	6.80391     	0.017122    	11.991      	-83.484     	-0.366955   	0.0315341   	-0.968092   
6.735 	-0.00969448 	-0.0664095  	0.640436    	-0.0589397  	-0.408616   	6.83444     	0.0160504   	12.4112     	-86.3741    	-0.316393   	0.0319521   	-0.635628   
6.745 	-0.0125507  	-0.065288   	0.699979    	-0.073534   	-0.498551   	6.86072     	0.0151399   	12.8213     	-89.1846    	-0.264163   	0.0321156   	-0.260641   
6.755 	-0.0133759  	-0.0621821  	0.749326    	-0.086674   	-0.562893   	6.88275     	0.0144534   	13.2214     	-91.9388    	-0.211234   	0.0320581   	0.148292    
